,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
2965,슈퍼말차,"
3.8
",서울특별시 영등포구 여의대로 108 더현대서울 B1,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/x9cRmP8MGFtz
2966,장사랑,"
3.8
",서울특별시 영등포구 국제금융로 10 IFC몰 L3,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/c4GItWR3LatJ
2967,여의도따로국밥,"
3.8
",서울특별시 영등포구 여의대방로69길 28 유성빌딩,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/8ADz0USfBu
2968,계림원,"
3.8
",서울특별시 영등포구 영신로 83,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/NSO0HjXwICKw
2969,산호키,"
3.8
",서울특별시 영등포구 대방천로 249,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/aeQWFvAWGmol
2970,아우어베이커리,"
3.8
",서울특별시 영등포구 경인로 843 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/VIy66KKvJ2dp
2971,로라스 블랑,"
3.8
",서울특별시 영등포구 여의대로 108 더현대서울 3F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/-W1K_6yVe819
2972,에프터워크클럽,"
3.8
",서울특별시 영등포구 도림로133길 10 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/HiFvUst5m9w2
2973,서울초밥,"
3.7
",서울특별시 영등포구 선유로 250,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/Q0MkJY6MFfXz
2974,타마스시,"
3.7
",서울특별시 영등포구 은행로 30 1F,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/U-kUakm3O2
2975,호수삼계탕,"
3.7
",서울특별시 영등포구 도림로 278-4,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/yyii8p9Jao
2976,쉐프조,"
3.7
",서울특별시 영등포구 문래로 98,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/D9EpnlBBSj
2977,올라6,"
3.7
",서울특별시 영등포구 여의대로 8,"
이탈리안
",4만원 이상,https://www.mangoplate.com//restaurants/_fViqIEBSP
2978,곳온니플레이스,"
3.7
",서울특별시 영등포구 국회대로36길 2,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/w_uruQxeuHaD
2979,월화고기,"
3.7
",서울특별시 영등포구 당산로 34 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/yFeKkFhKeDEE
2980,카페솔트,"
3.7
",서울특별시 영등포구 도림로133길 12,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/6ePd5i6W6UX4
2981,봉선마라탕,"
3.7
",서울특별시 영등포구 도림로38길 11,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/0Meg2viaKgi4
2982,베이커리옥토버,"
3.7
",서울특별시 영등포구 양평로 89,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/Krf2pOI8iWGK
2983,켄싱턴호텔 뉴욕뉴욕,"
3.7
",서울특별시 영등포구 국회대로76길 16 켄싱턴호텔 여의도점 1F,"
스테이크 / 바베큐
",4만원 이상,https://www.mangoplate.com//restaurants/MCXucO60nv
2984,이와타,"
3.7
",서울특별시 영등포구 국제금융로6길 33 B1,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/-5Iy4aOQS9qd
2985,구이구이,"
3.7
",서울특별시 영등포구 의사당대로 38 더샵아일랜드파크,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/bPeUm80KJf
2986,울림,"
3.7
",서울특별시 영등포구 국제금융로 86 B1 111호,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/IfrP4Xtj6Zpx
2987,삼거리푸줏간 Blue,"
3.7
",서울특별시 영등포구 국제금융로 10 IFC몰 THREE 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/lCE69yJklpaO
2988,탭퍼블릭,"
3.7
",서울특별시 영등포구 의사당대로 83 오투타워 2F,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/SKSIvjIVqNL8
2989,화목순대국,"
3.7
",서울특별시 영등포구 여의대방로 383,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/w61QdM8E4V
2990,카레오,"
3.7
",서울특별시 영등포구 여의동로3길 10,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/ER5EHAUDBL_m
2991,희정식당,"
3.7
",서울특별시 영등포구 여의나루로 117 B1,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/YlgWi3gLVt
2992,공주칼국수,"
3.7
",서울특별시 영등포구 도림천로11길 1,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/5fFFzK8a6Wdn
2993,마스터비엣,"
3.7
",서울특별시 영등포구 당산로 34 1F 106호,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/TcP2fv5f6Eep
2994,모던눌랑,"
3.7
",서울특별시 영등포구 국제금융로8길 31,"
정통 중식 / 일반 중식
",3만원-4만원,https://www.mangoplate.com//restaurants/yqz5jH7unQ8H
2995,사천요리기와집,"
3.7
",서울특별시 영등포구 디지털로37길 25,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/s9JTZBW_mR-g
2996,진진만두국,"
3.7
",서울특별시 영등포구 국제금융로8길 34 오륜빌딩 3F,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/MUBVC_eFwV
2997,하이디라오,"
3.7
",서울특별시 영등포구 경인로 870 2F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/92oBLyUhcEqp
2998,라케이브,"
3.7
",서울특별시 영등포구 여의대방로67길 22 태양빌딩 B1,"
칵테일 / 와인
",3만원-4만원,https://www.mangoplate.com//restaurants/Yu1ogHAITWLV
2999,폴바셋,"
3.7
",서울특별시 영등포구 영중로 9 타임스퀘어 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/lSYEurG87Tih
3000,샐러드셀러,"
4.7
",서울특별시 용산구 대사관로5길 28,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/pWBiN0PLlB
3001,카밀로한남,"
4.7
",서울특별시 용산구 한남대로20길 61-5 3F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/dLdUO7EluIG5
3002,서울케밥,"
4.7
",서울특별시 용산구 새창로 181 선인상가 1F 11호,"
세계음식 기타
",만원 미만,https://www.mangoplate.com//restaurants/n3DOag6F8BPe
3003,쥬에,"
4.6
",서울특별시 용산구 독서당로 124-7,"
정통 중식 / 일반 중식
",4만원 이상,https://www.mangoplate.com//restaurants/Fvgyq1HAiny6
3004,오스테리아 오르조,"
4.6
",서울특별시 용산구 한남대로20길 47 2F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/S-nogDkD8F83
3005,야상해,"
4.6
",서울특별시 용산구 이태원로23길 6,"
딤섬 / 만두
",만원 미만,https://www.mangoplate.com//restaurants/PSgsnTisSpxC
3006,야스노야지로,"
4.6
",서울특별시 용산구 백범로87길 19 1F,"
기타 일식
",2만원-3만원,https://www.mangoplate.com//restaurants/9rXplW6ajjWI
3007,오제제,"
4.6
",서울특별시 용산구 한강대로 363-2 1F,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/mzUvz-k-0Szd
3008,꺼거,"
4.6
",서울특별시 용산구 한강대로48길 10,만원-2만원,주차공간없음 ,https://www.mangoplate.com//restaurants/TKb98SN3qdOr
3009,북천,"
4.6
",서울특별시 용산구 한강대로38가길 7-2,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/iXobcHXQf6
3010,치즈플로,"
4.6
",서울특별시 용산구 이태원로49길 19,"
퓨전 양식
",3만원-4만원,https://www.mangoplate.com//restaurants/-tjn7yYAEu7u
3011,시멘트,"
4.6
",서울특별시 용산구 대사관로11길 57,"
기타 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/l45tGeIE-JPk
3012,시칠리,"
4.6
",서울특별시 용산구 이태원로55가길 13,"
이탈리안
",4만원 이상,https://www.mangoplate.com//restaurants/xVrzTHTEMVpI
3013,아티장베이커스,"
4.6
",서울특별시 용산구 한남대로18길 26 1F,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/8mhsdtiBg0
3014,세스타,"
4.6
",서울특별시 용산구 한남대로20길 21-18 1F,"
스테이크 / 바베큐
",3만원-4만원,https://www.mangoplate.com//restaurants/8RcvjM6aCNCP
3015,쎄니에,"
4.6
",서울특별시 용산구 원효로83길 7-6 1F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/3p8J1JHs-FlW
3016,라신반,"
4.6
",서울특별시 용산구 이태원로54길 62-4,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/YUBbE1aXSaEU
3017,박소린두깜풍,"
4.6
",서울특별시 용산구 보광로59길 9,"
다국적 아시아 음식
",만원-2만원,https://www.mangoplate.com//restaurants/3YYUsJQb0eAY
3018,브라이리퍼블릭,"
4.5
",서울특별시 용산구 이태원로14길 19,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/F4LMucA69A
3019,정민,"
4.5
",서울특별시 용산구 이태원로54길 58-18,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/5n44-l90nLR1
3020,몽크스부처,"
4.5
",서울특별시 용산구 이태원로 228-1 3-4F,"
기타 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/GN9VBv4DEGlr
3021,오츠커피,"
4.5
",서울특별시 용산구 원효로89길 13-12,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/9lwUASfsAqk2
3022,남박,"
4.5
",서울특별시 용산구 한강대로76길 11-31,만원-2만원,주차공간없음 ,https://www.mangoplate.com//restaurants/gczaSZvc3W5b
3023,REVEAT,"
4.5
",서울특별시 용산구 독서당로29길 6 1F,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/7j-gLbV91mc5
3024,스시노아야,"
4.5
",서울특별시 용산구 한남대로 91 나인원한남 고메이494 프리미엄존 B2,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/ERasCXiSr53D
3025,푸에고,"
4.5
",서울특별시 용산구 유엔빌리지길 14,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/CW2epvH_igAG
3026,부토,"
4.5
",서울특별시 용산구 한남대로27가길 32,"
퓨전 한식
",3만원-4만원,https://www.mangoplate.com//restaurants/8DZNH8cpZ5yy
3027,효도치킨,"
4.5
",서울특별시 용산구 대사관로 20,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/iYXmuzgMI1uc
3028,미트로칼,"
4.5
",서울특별시 용산구 독서당로 39 신성미소시티 1동 107-2호,"
스테이크 / 바베큐
",만원-2만원,https://www.mangoplate.com//restaurants/WiAaloLq8GpW
3029,알레즈,"
4.5
",서울특별시 용산구 독서당로 89,"
퓨전 양식
",4만원 이상,https://www.mangoplate.com//restaurants/NoGCorBVkjwi
3030,반창고,"
4.5
",서울특별시 용산구 회나무로 20-1 B1,"
칵테일 / 와인
",2만원-3만원,https://www.mangoplate.com//restaurants/pY-2R3zbaCaF
3031,이태원소주집,"
4.5
",서울특별시 용산구 녹사평대로40길 46 2F,"
일반 주점
",2만원-3만원,https://www.mangoplate.com//restaurants/fmTJWgXvp-T7
3032,물고기주택,"
4.5
",서울특별시 용산구 한강대로48길 19,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/L29qKbKIPn2Z
3033,용산양꼬치,"
4.5
",서울특별시 용산구 백범로99길 60 1F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/U0uLxCJB1xUW
3034,탄산바,"
4.5
",서울특별시 용산구 이태원로49길 24-8,"
칵테일 / 와인
",만원-2만원,https://www.mangoplate.com//restaurants/1L-wM-1DU3Vv
3035,보니스피자펍,"
4.4
",서울특별시 용산구 신흥로3길 2,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/gL8RksQTNk
3036,호머,"
4.4
",서울특별시 용산구 이태원로42길 19 2F,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/SqI7JhOCrH9A
3037,쿠촐로오스테리아,"
4.4
",서울특별시 용산구 신흥로 30-1,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/z7EYi8LIox
3038,롸카두들내쉬빌핫치킨,"
4.4
",서울특별시 용산구 녹사평대로40나길 9 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/iqRglQ9mvs89
3039,하시엔다,"
4.4
",서울특별시 용산구 보광로 59길 10,"
남미 음식
",만원-2만원,https://www.mangoplate.com//restaurants/p0wRvl72l2
3040,르페셰미뇽,"
4.4
",서울특별시 용산구 녹사평대로40가길 3-3 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/rGU39IqaaEHz
3041,매덕스피자,"
4.4
",서울특별시 용산구 이태원로26길 26 2F,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/2NG2Ehby9t
3042,레호이,"
4.4
",서울특별시 용산구 소월로38가길 5 1F,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/iJo6dZId0s
3043,다츠,"
4.4
",서울특별시 용산구 이태원로55나길 6 1F,"
다국적 아시아 음식
",2만원-3만원,https://www.mangoplate.com//restaurants/uEWpasDGgu6t
3044,카사블랑카,"
4.4
",서울특별시 용산구 신흥로 35,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/6xQY0t3A6o
3045,모로코코 카페,"
4.4
",서울특별시 용산구 신흥로 34,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/Xn6RcdfFQu5s
3046,페트라,"
4.4
",서울특별시 용산구 녹사평대로40길 33,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/n9ZwosnPSP
3047,플랜트,"
4.4
",서울특별시 용산구 보광로 117 2F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/8GRQ6g5tH8GB
3048,네키드윙즈,"
4.4
",서울특별시 용산구 녹사평대로 174-11,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/RUAaH7p5m8c_
3049,파이프그라운드,"
4.4
",서울특별시 용산구 한남대로27길 66 B1,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/qcFPjfB7o5-X
3050,챔프커피,"
4.4
",서울특별시 용산구 녹사평대로26가길 24,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/wkaQCfkewJ
3051,비스트로 루틴,"
4.4
",서울특별시 용산구 이태원로54길 67,"
프랑스 음식
",3만원-4만원,https://www.mangoplate.com//restaurants/QykyLMvPsg
3052,라구,"
4.4
",서울특별시 용산구 신흥로 42,"
기타 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/-1yzcgbtF5
3053,스티키리키,"
4.4
",서울특별시 용산구 두텁바위로1길 28,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/G91eF6EI4DPc
3054,남영돈,"
4.4
",서울특별시 용산구 한강대로80길 17,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/EKqwrA1KDZ5c
3055,한냄비,"
4.4
",서울특별시 용산구 대사관로30길 17,"
기타 일식
",만원-2만원,https://www.mangoplate.com//restaurants/0sdpvAeUeb18
3056,루트,"
4.4
",서울특별시 용산구 이태원로55가길 26-4 2F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/7A-UpyjiDuXH
3057,스즈란테이,"
4.4
",서울특별시 용산구 이촌로 245 로얄상가 B1,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/F1cDuMPVaT
3058,애프터8,"
4.4
",서울특별시 용산구 독서당로 81-1 2F,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/XH0xlcJ_DOUX
3059,한남작업실,"
4.4
",서울특별시 용산구 이태원로55나길 7,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/mMH-BhYMMuFJ
3060,한방통닭,"
4.4
",서울특별시 용산구 대사관로34길 38,"
닭 / 오리 요리
",만원 미만,https://www.mangoplate.com//restaurants/NyDbhBM5mv
3061,부첼리하우스,"
4.4
",서울특별시 용산구 독서당로 122-1,"
스테이크 / 바베큐
",4만원 이상,https://www.mangoplate.com//restaurants/-xPVTErx1_zS
3062,꾸잉,"
4.4
",서울특별시 용산구 이태원로 189,"
베트남 음식
",만원-2만원,https://www.mangoplate.com//restaurants/MlYlQwcNxHL3
3063,노아,"
4.4
",서울특별시 용산구 신흥로 98,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/0Ml4Wl9ZTv
3064,캘리포니아키친앤크래프트펍,"
4.4
",서울특별시 용산구 회나무로26길 3 라인빌 2F,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/aMvqo8Ypz2yP
3065,누랑즈뉘,"
4.4
",서울특별시 용산구 녹사평대로46길 34-2,"
정통 중식 / 일반 중식
",4만원 이상,https://www.mangoplate.com//restaurants/9y-8Nnf7jDyz
3066,화양연가,"
4.4
",서울특별시 용산구 한강대로76길 5,"
기타 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/ECgCJHThGX
3067,FOURB,"
4.4
",서울특별시 용산구 한강대로21나길 17 리빙파크 4F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/CJKTHzGOCQi9
3068,리틀넥 한남,"
4.4
",서울특별시 용산구 한남대로27길 66 1F,"
퓨전 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/ROSWsOFnCUXC
3069,산수화,"
4.4
",서울특별시 용산구 한남대로20길 21-14,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/jschADggh-
3070,르 궅,"
4.4
",서울특별시 용산구 한강대로40가길 13,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/dLoZoGZ9dmGu
3071,서울브루어리,"
4.4
",서울특별시 용산구 한남대로18길 18 2F,"
치킨 / 호프 / 펍
",2만원-3만원,https://www.mangoplate.com//restaurants/0QqDsjeWcO72
3072,잭슨피자,"
4.4
",서울특별시 용산구 서빙고로 67 상가 1F B12호,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/L34goxmpX0kv
3073,바이두부,"
4.4
",서울특별시 용산구 소월로20길 10,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/T8JmmKQ0hcD-
3074,다운타우너,"
4.3
",서울특별시 용산구 대사관로5길 12 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/y-_XMRSTNrAi
3075,몽탄,"
4.3
",서울특별시 용산구 백범로99길 50,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/y5gP4BbLDHA8
3076,매니멀스모크하우스,"
4.3
",서울특별시 용산구 녹사평대로40길 47,"
스테이크 / 바베큐
",3만원-4만원,https://www.mangoplate.com//restaurants/71KcF_LODj
3077,마렘마트라토리아(휴업중),"
4.3
",서울특별시 용산구 이태원로49길 8,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/yFQtgOqgzp
3078,우스블랑,"
4.3
",서울특별시 용산구 효창원로70길 4,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/3QUGIFzva0
3079,울프소셜클럽,"
4.3
",서울특별시 용산구 한남대로 158,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Eck9tpejU0dl
3080,코레아노스키친,"
4.3
",서울특별시 용산구 녹사평대로40길 46,"
남미 음식
",만원-2만원,https://www.mangoplate.com//restaurants/UBDoQXw6-C
3081,지노스뉴욕피자,"
4.3
",서울특별시 용산구 녹사평대로40길 46 2F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/vaSEEQafFwKF
3082,오리지널팬케이크하우스,"
4.3
",서울특별시 용산구 이태원로 153 덕흥빌딩 1F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/08OQhkbuBywp
3083,더테이블키친,"
4.3
",서울특별시 용산구 이태원로54길 58-7,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/CFmPDMrB7MCw
3084,왕타이,"
4.3
",서울특별시 용산구 이태원로 151 영화빌딩 3F,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/KPcS67G5La
3085,모수,"
4.3
",서울특별시 용산구 이태원로55가길 45,"
이탈리안
",4만원 이상,https://www.mangoplate.com//restaurants/eAJYfITosHjc
3086,부자피자,"
4.3
",서울특별시 용산구 이태원로55가길 28 1F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/_rzTM7-6-_
3087,제이엘 디저트바,"
4.3
",서울특별시 용산구 이태원로55가길 38,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/O1EySl2Zq7TE
3088,한입소반,"
4.3
",서울특별시 용산구 청파로45길 3,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/C1EUU9PoZuIN
3089,초원,"
4.3
",서울특별시 용산구 한강대로80길 7,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/LkuUboV73Gpp
3090,Meatique,"
4.3
",서울특별시 용산구 백범로87길 28 미트랩 2F,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/6AOeS9uM_jjK
3091,Pussy Foot Saloon,"
4.3
",서울특별시 용산구 대사관로31길 7-6,"
칵테일 / 와인
",2만원-3만원,https://www.mangoplate.com//restaurants/KoLvn58uiJms
3092,어프로치,"
4.3
",서울특별시 용산구 한강대로40길 18-3,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/SsjvfmOqcPy9
3093,테판,"
4.3
",서울특별시 용산구 이태원로45길 7 그랜드하얏트 서울 호텔 B1,"
철판 요리
",4만원 이상,https://www.mangoplate.com//restaurants/ky2mMIz5at2z
3094,이치류,"
4.3
",서울특별시 용산구 한남대로10길 58-6,"
기타 일식
",3만원-4만원,https://www.mangoplate.com//restaurants/XbLlCJhxzCXv
3095,휴135,"
4.3
",서울특별시 용산구 이태원로55나길 6 1F,"
스테이크 / 바베큐
",4만원 이상,https://www.mangoplate.com//restaurants/5ycPGAljKmKu
3096,트로이카,"
4.3
",서울특별시 용산구 이태원로 164-1 5F,"
세계음식 기타
",만원-2만원,https://www.mangoplate.com//restaurants/wKCH7UiJm5RQ
3097,효뜨,"
4.3
",서울특별시 용산구 한강대로40가길 6 1F,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/A_ty1wPgIJQv
3098,라크루다,"
4.3
",서울특별시 용산구 이태원로42길 36 2F,"
남미 음식
",만원 미만,https://www.mangoplate.com//restaurants/qz16fUyhTK7g
3099,오월의종,"
4.3
",서울특별시 용산구 이태원로 229,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/zNVXE1__XF
3100,엘초코데떼레노,"
4.3
",서울특별시 용산구 독서당로 73 성아맨숀 1F,"
세계음식 기타
",2만원-3만원,https://www.mangoplate.com//restaurants/EtE1beMUrkof
3101,포카치아델라스트라다,"
4.3
",서울특별시 용산구 한강대로46길 11,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/1YOKBfjGS7LU
3102,우라만,"
4.3
",서울특별시 용산구 소월로38길 25 1F,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/9TtK_cdvAJV6
3103,양인환대,"
4.3
",서울특별시 용산구 한강대로40길 14 101호,"
고기 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/-KstCZj7GoFn
3104,유용욱바베큐연구소,"
4.3
",서울특별시 용산구 한강대로84길 5-7 남영아케이드,"
스테이크 / 바베큐
",4만원 이상,https://www.mangoplate.com//restaurants/KyUjz6xbzzto
3105,야스노야,"
4.3
",서울특별시 용산구 후암로 8-1 1F,"
기타 일식
",3만원-4만원,https://www.mangoplate.com//restaurants/Pzo-mvcsI-kD
3106,디템포레,"
4.3
",서울특별시 용산구 한남대로 37 1F,"
프랑스 음식
",4만원 이상,https://www.mangoplate.com//restaurants/3RT5ty2NgR5g
3107,한와담블랙,"
4.3
",서울특별시 용산구 독서당로 67,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/Xy2DIpxdFd
3108,내추럴하이,"
4.3
",서울특별시 용산구 녹사평대로 248 1F,"
퓨전 양식
",2만원-3만원,https://www.mangoplate.com//restaurants/WvYz0dZzXyX7
3109,더백테라스,"
4.3
",서울특별시 용산구 한강대로40길 26 3F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/lPM5ZHvbKiSI
3110,스시이젠,"
4.3
",서울특별시 용산구 한강대로 95 래미안용산 더 센트럴 B2 247호,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/nS1JAcY5Pjs0
3111,오근내2닭구이,"
4.3
",서울특별시 용산구 한강대로11길 13 용일빌딩,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/bHVJz_hK9s
3112,카카오봄,"
4.3
",서울특별시 용산구 한강대로62길 45-11,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/QqeR-5G5uWnd
3113,우사단고기,"
4.3
",서울특별시 용산구 우사단로10길 58-1,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/D9ymD6cfFjhl
3114,서울드래곤시티 The26,"
4.3
",서울특별시 용산구 청파로20길 95 노보텔스위트앰배서더용산 26F,"
퓨전 양식
",4만원 이상,https://www.mangoplate.com//restaurants/F54s2pYRbTYl
3115,소꿉,"
4.3
",서울특별시 용산구 장문로 147 나성빌딩 2F,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/jUCueap1rh
3116,와우신내떡,"
4.3
",서울특별시 용산구 청파로45길 12-1,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/iw9SiMpDBA
3117,미와쿠,"
4.3
",서울특별시 용산구 한강대로 276-2,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/U5WUY9_pjlxz
3118,사테,"
4.3
",서울특별시 용산구 신흥로3길 7 1F,"
일반 주점
",만원-2만원,https://www.mangoplate.com//restaurants/89ADp92MiSI0
3119,티하우스레몬,"
4.3
",서울특별시 용산구 한강대로 95 래미안 용산더센트럴 B2 16-17호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/QwxZNmUaMD-H
3120,데이로우,"
4.3
",서울특별시 용산구 이태원로49길 14-3,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Bm0_9CAZ1NmU
3121,팻캣,"
4.3
",서울특별시 용산구 신흥로 28,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/wnDQacLgqe
3122,코끼리베이글,"
4.3
",서울특별시 용산구 서빙고로91길 10,만원 미만,주차공간없음 ,https://www.mangoplate.com//restaurants/Fu2otxcZKs6h
3123,계인전,"
4.3
",서울특별시 용산구 장문로 84 1F,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/q1cHaraGa65v
3124,손문,"
4.3
",서울특별시 용산구 새창로 213-9,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/a7Gx4WM0xe
3125,한길포장마차,"
4.3
",서울특별시 용산구 이촌로75길 16-9,"
전통 주점 / 포차
",만원-2만원,https://www.mangoplate.com//restaurants/xov_RaVGvV46
