,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
639,공릉우동집,"
3.7
",서울특별시 노원구 동일로192길 42,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/LEMABJRyjA
640,최대섭대박김밥,"
3.7
",서울특별시 노원구 한글비석로 415,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/Cq7uqKjmhV_O
641,라라브레드,"
3.6
",서울특별시 노원구 공릉로41길 32,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/QfR3LVGBCZqG
642,마롱카롱,"
3.6
",서울특별시 노원구 동일로186길 54-3 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/jI3his2V_Peq
643,마이디어스윗,"
3.6
",서울특별시 노원구 동일로193길 36-1,만원 미만,"

                      식당 홈페이지로 가기
                    
",https://www.mangoplate.com//restaurants/RkUbsrsp8FoE
644,낙원스낵,"
3.6
",서울특별시 노원구 노해로81길 12-20 민진빌딩 1F,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/43e5AhQbZ-Ha
645,강강술래,"
3.6
",서울특별시 노원구 동일로 1628,"
고기 요리
",3만원-4만원,https://www.mangoplate.com//restaurants/qiHT2EZUOV
646,감각,"
3.6
",서울특별시 노원구 상계로 77,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/sZB1lWGCOvuY
647,무드쉐어,"
3.5
",서울특별시 노원구 공릉로 119-23 더하우스 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/8wBr1At5eRhE
648,시드누아,"
3.5
",서울특별시 노원구 상계로 84 큐비스트빌딩 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/wZINsaP28z
649,돈까스먹는용만이,"
3.5
",서울특별시 노원구 한글비석로20길 52,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/IQVQBWzZE6
650,피노키오냉면,"
3.5
",서울특별시 노원구 한글비석로 474 보람상가,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/4cBErUykLR
651,브로이하우스바네하임,"
3.5
","서울특별시 노원구 공릉로32길 54 고려빌딩 1, 2F","
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/K7bmZpsjN8
652,어글리스토브,"
3.4
",서울특별시 노원구 노해로81길 12-21,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/lgbEfJP4Eg
653,비스킷플로어,"
3.4
",서울특별시 노원구 동일로180길 61-11,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ED7XV2XugWgq
654,제형면옥,"
3.4
",서울특별시 노원구 공릉로65길 16,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/atf72a3p5mkj
655,원조이모네연탄불곱창,"
3.4
",서울특별시 노원구 동일로192길 46 송암빌딩,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Nzq91UaJOR
656,스시준,"
3.4
",서울특별시 노원구 공릉로70길 8-3,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/j8Romb7Zyd
657,가재골수제비,"
3.4
",서울특별시 노원구 동일로242길 100,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/UOf_H93aTM
658,대머리곱창,"
3.4
",서울특별시 노원구 상계로1길 62-4,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/FZng228yirhL
659,쭈꾸미달인,"
3.3
",서울특별시 노원구 상계로 71-1,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/YcPkkIXJv1
660,쭈꾸미달인2,"
3.2
",서울특별시 노원구 상계로5길 3,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/PcN8TsEFwt
661,스시쟁이,"
3.2
",서울특별시 노원구 공릉로 197,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/UeOUtfVWw3
662,닭한마리,"
3.2
",서울특별시 노원구 동일로 1020,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/TlTlVfmExD
663,서가앤쿡,"
3.1
",서울특별시 노원구 상계로 64,"
퓨전 양식
",만원-2만원,https://www.mangoplate.com//restaurants/ZfH-nE6lBq
664,상상과자점,"
3.1
",서울특별시 노원구 동일로186길 77-7,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/-XqU_B2P3G6w
665,홍대개미,"
3.1
",서울특별시 노원구 동일로 1414 롯데백화점 노원점 B1F,"
퓨전 한식
",만원 미만,https://www.mangoplate.com//restaurants/Nrgq6ldugi0-
666,제임스키친,"
3.0
",서울특별시 노원구 노해로81길 12-26 삼원빌딩 2F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/egRKrCnPb0
667,달밭소곱창,최신 버전 앱,서울특별시 노원구 한글비석로 89,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/5AlT3krlQdtw
668,에이엔,최신 버전 앱,서울특별시 노원구 동일로195길 7,"
회 / 스시
",3만원-4만원,https://www.mangoplate.com//restaurants/PdOsi0LX8vCo
669,이탈리안비스트로 쿠오레,최신 버전 앱,서울특별시 노원구 동일로218길 29 204호,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/IYTMdYMJOJnb
670,하나샤브샤브,최신 버전 앱,서울특별시 노원구 동일로203가길 29 브라운스톤중계 1F,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/kOKWs2mOT7vz
671,브레드스팟,"
                              4.2
                            ",서울특별시 노원구 공릉로 111-1,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/MGqK-XwNXxYB
672,마실,최신 버전 앱,서울특별시 노원구 노원로 412,"
한정식 / 백반 / 정통 한식
",만원-2만원,https://www.mangoplate.com//restaurants/kEtsuoKIks
673,스시웨이,최신 버전 앱,서울특별시 노원구 동일로 1374 미산빌딩 2F,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/mkNK16-mm_
674,버거톤,"
                              4.2
                            ",서울특별시 노원구 섬밭로 258 건영백화점 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/6-ePb81UXarD
675,리틀파스타,최신 버전 앱,서울특별시 노원구 동일로192길 62 2F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/UK0JekFR0I
676,카페쉔,최신 버전 앱,서울특별시 노원구 동일로184길 52,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ofO7o9UakYmt
677,만원수산,최신 버전 앱,서울특별시 노원구 덕릉로115다길 74,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/hopeV6hXRrfB
678,테르미니,"
                              4.0
                            ",서울특별시 노원구 화랑로53길 12,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/jP4nyH6gQLPu
679,스시하쿠야,최신 버전 앱,서울특별시 노원구 노원로 470 2F,"
회 / 스시
",3만원-4만원,https://www.mangoplate.com//restaurants/Zd3VyYqw8bWS
680,잔월,"
                              4.7
                            ",서울특별시 노원구 동일로192길 38 B1,만원-2만원,"

                      식당 홈페이지로 가기
                    
",https://www.mangoplate.com//restaurants/nhZ7h1l1t8
681,나우키친,최신 버전 앱,서울특별시 노원구 한글비석로 254,"
스테이크 / 바베큐
",만원-2만원,https://www.mangoplate.com//restaurants/x62bNfsiVTSH
682,스시통,최신 버전 앱,서울특별시 노원구 동일로 1417,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/aOcEKVl0OZu0
683,매일파스타,최신 버전 앱,서울특별시 노원구 동일로203가길 29 브라운스톤 226-227호,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/sgREueiiqfWE
684,뽀스뜨레,최신 버전 앱,서울특별시 노원구 공릉로35길 14-25,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/5D1w7zTdqax_
685,유연카레,최신 버전 앱,서울특별시 노원구 공릉로58길 117,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/c3bqercjYWhg
686,키노야,최신 버전 앱,서울특별시 노원구 공릉로 152,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/j3OeHek5s0Fv
687,어원일식,최신 버전 앱,서울특별시 노원구 한글비석로 254,"
정통 일식 / 일반 일식
",3만원-4만원,https://www.mangoplate.com//restaurants/sBPEGAQLgL
688,잭팟,최신 버전 앱,서울특별시 노원구 화랑로53길 14,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/J8xzd5XmWOsT
689,서서방고깃집,최신 버전 앱,서울특별시 노원구 동일로 1065 한빌딩,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/s2CR5jf0BaHJ
690,비와별닭갈비,최신 버전 앱,서울특별시 노원구 동일로242길 39 인성빌딩,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/opPVTolCU5GN
691,하나미돈부리,최신 버전 앱,서울특별시 노원구 노해로85길 1 2F,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/34F8FRq8m3Eb
692,갤러리카페 봉프레,최신 버전 앱,서울특별시 노원구 공릉로41길 15 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Nzi8bG3fQIqd
693,향림,최신 버전 앱,서울특별시 노원구 한글비석로 127 마린스포츠센터 2F,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/LdDfbdDYd4
694,카페 코스테스,최신 버전 앱,서울특별시 노원구 동일로214길 32 한국성서대학교 밀알관 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Q26fdX9qobBy
695,박대박부대찌개,최신 버전 앱,서울특별시 노원구 노해로75길 14-12,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/sbXOyJ4cmDmo
696,시오코,최신 버전 앱,서울특별시 노원구 상계로5길 26 B1,"
이자카야 / 오뎅 / 꼬치
",만원-2만원,https://www.mangoplate.com//restaurants/uU3cRd6l2L
697,곤바,최신 버전 앱,서울특별시 노원구 상계로3길 28 6F,"
칵테일 / 와인
",2만원-3만원,https://www.mangoplate.com//restaurants/Bj39Sdrqq0
698,로지스시,최신 버전 앱,서울특별시 노원구 동일로192길 87,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/MdOV_skicnV9
699,새우꺾기,최신 버전 앱,서울특별시 노원구 동일로 1062,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/7k2CNigdQe
700,1986베이커,"
                              4.6
                            ",서울특별시 노원구 노원로34길 66,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/CYGzrm5P3T7O
701,애플민트,"
                              4.0
                            ",서울특별시 노원구 화랑로51길 38 밀레니엄,"
이탈리안
",만원 미만,https://www.mangoplate.com//restaurants/TIs8V2I2Q9
702,리프노즈드아쉬지,최신 버전 앱,서울특별시 노원구 동일로178길 11-13,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/w42i4d6nR8kF
703,감동식당,최신 버전 앱,서울특별시 노원구 한글비석로47길 58 1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/kODMC1gx_Lj0
704,스시초심,최신 버전 앱,서울특별시 노원구 노해로85길 1 1MF,"
회 / 스시
",4만원 이상,https://www.mangoplate.com//restaurants/bJRccI8fB4HM
705,봉추찜닭,최신 버전 앱,서울특별시 노원구 노해로83길 4,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/RUEtuqazDg
706,참누렁소가든,최신 버전 앱,서울특별시 노원구 공릉로63길 13,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/TB_7FhpNwi
707,연어시장,"
                              4.4
                            ",서울특별시 노원구 석계로 13 1F,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/zIOyL6f0kmCE
708,플로레스테이블,최신 버전 앱,서울특별시 노원구 상계로5길 12 동양상가 3F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/xNqs0zy8-zLe
709,베트남노상식당,최신 버전 앱,서울특별시 노원구 광운로 46 대동아파트상가 112-113호,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/aO45afVMdzTE
710,샛별제과,최신 버전 앱,서울특별시 노원구 상계로9길 23,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/tXVgg5-y3sx4
711,유니온커피로스터,최신 버전 앱,서울특별시 노원구 동일로198길 72,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/NPRGHucV2zDj
712,사카나,최신 버전 앱,서울특별시 노원구 덕릉로83길 19-10,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/aJQAanm3FD
713,플랫커피,최신 버전 앱,서울특별시 노원구 공릉로39길 20,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/LQfcnhsEiCvy
714,선학쭈꾸미,최신 버전 앱,서울특별시 노원구 상계로3길 29,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/7rTxFf0mv7qa
715,화난덕,최신 버전 앱,서울특별시 노원구 노해로85길 10-55 1F 108호,"
닭 / 오리 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/OXBkq1TFH58B
716,하노이별,최신 버전 앱,서울특별시 노원구 동일로174길 44,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/udJXtGiOzR
717,싱싱오징어바다,최신 버전 앱,서울특별시 노원구 동일로192길 30,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/BerU3Gxj4i
718,공릉회수산,최신 버전 앱,서울특별시 노원구 공릉로 179,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/u1wTzo-B-9
719,두끼,최신 버전 앱,서울특별시 노원구 상계로3길 15 현우빌딩 2F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/oDa-uW7zkTqB
720,인상적,최신 버전 앱,서울특별시 노원구 덕릉로83길 20-7 B1,"
칵테일 / 와인
",2만원-3만원,https://www.mangoplate.com//restaurants/gRM3g8GTU3gs
721,치치,최신 버전 앱,서울특별시 노원구 노해로81길 22-22 1F,"
일반 주점
",만원 미만,https://www.mangoplate.com//restaurants/eorS2xrOcl8_
722,이오냉면,최신 버전 앱,서울특별시 노원구 상계로1길 38-11 1F,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/Ac8Ex9zek0
723,기린,최신 버전 앱,서울특별시 노원구 공릉로 209 1F,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/-9OGN19TQpcE
724,상계역코코로돈가스,최신 버전 앱,서울특별시 노원구 한글비석로22길 30-1,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/tFrt6xorvK6B
725,후아나,최신 버전 앱,서울특별시 노원구 석계로1길 18,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ARH-hJs4iIm1
726,시작이밤이다,최신 버전 앱,서울특별시 노원구 동일로190길 33 1F,"
일반 주점
",만원-2만원,https://www.mangoplate.com//restaurants/Gipr6SYDg2lK
727,신가네칼국수,최신 버전 앱,서울특별시 노원구 공릉로59나길 78-14,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/I0ImufwwevQw
728,한신포차,최신 버전 앱,서울특별시 노원구 노해로83길 10-11,"
전통 주점 / 포차
",만원-2만원,https://www.mangoplate.com//restaurants/Klp-JSJ83z
729,늘해돈,최신 버전 앱,서울특별시 노원구 공릉로 153 제1호동 제1호,"
기타 한식
",만원-2만원,https://www.mangoplate.com//restaurants/DlP1Fdx2HQog
730,제주몸냥,최신 버전 앱,서울특별시 노원구 동일로241길 36,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/EI6ZItOjdwB8
731,진미능이백숙,최신 버전 앱,서울특별시 노원구 한글비석로1길 69 타임빌딩 2F,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/KBfd1VbqA9mu
732,며느리도몰라,최신 버전 앱,서울특별시 노원구 노해로 517-9,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/8vUomFgCZ8-u
733,아늑한주방,최신 버전 앱,서울특별시 노원구 섬밭로 88,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/cccRUxNPd4Fl
734,소라,최신 버전 앱,서울특별시 노원구 화랑로55길 7 공릉아파트상가,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/IIgHSvFc2Y
735,이자카야모리,최신 버전 앱,서울특별시 노원구 노해로81길 12-15,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/MUVRkYyNZ5
736,브롱스,최신 버전 앱,서울특별시 노원구 상계로 76 정암빌딩 2F,"
치킨 / 호프 / 펍
",만원 미만,https://www.mangoplate.com//restaurants/Lj4uwceN3kFL
737,금남커퓌,최신 버전 앱,서울특별시 노원구 노원로30길 45,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Ew5jlPQjmqc0
738,쿡앤밀107,최신 버전 앱,서울특별시 노원구 중계로16가길 5,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/riP1MFrqfsL5
739,대게나라(휴업중),최신 버전 앱,서울특별시 노원구 상계로 122,"
해산물 요리
",4만원 이상,https://www.mangoplate.com//restaurants/nR5Pq-_9aV
740,고기파티,최신 버전 앱,서울특별시 노원구 중계로12길 6 대성빌딩,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/pZg_2hpI5SUp
741,채선당,최신 버전 앱,서울특별시 노원구 동일로 1700,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/UHrV9GQm2L
742,포앤반,최신 버전 앱,서울특별시 노원구 공릉로 322-3 1F,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/ks116WhmZoFs
743,멍텅구리즉석떡볶이,최신 버전 앱,서울특별시 노원구 공릉로51길 14-2,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/y7-I1QEYzc
744,엄마손칼국수,최신 버전 앱,서울특별시 노원구 상계로39길 5,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/yZ_aikeyya
745,이층블루스,최신 버전 앱,서울특별시 노원구 석계로8가길 29 2F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/azSpy54KNG
746,스시박사,최신 버전 앱,서울특별시 노원구 상계로 64,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/KYgQhlRY0r
747,마이브라더스,최신 버전 앱,서울특별시 노원구 공릉로46길 28,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/qJRlAn_HqP
748,알러이,최신 버전 앱,서울특별시 노원구 공릉로43길 15 1F,"
다국적 아시아 음식
",만원 미만,https://www.mangoplate.com//restaurants/vXeIEknIgwk6
749,향과울림 coffeecacao,최신 버전 앱,서울특별시 노원구 동일로230다길 63 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/jnGHD-c-rWWx
750,유부김밥,최신 버전 앱,서울특별시 노원구 한글비석로 396,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/ddhgw5XmaSPE
751,샤오린,최신 버전 앱,서울특별시 노원구 공릉로20길 28,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/PZkpVVpoU8Gw
752,치어스,최신 버전 앱,서울특별시 노원구 동일로192길 45 2F,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/8mJdSlDaZa
753,원조닭갈비,최신 버전 앱,서울특별시 노원구 한글비석로36길 65,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/KqwJ3ZugXBTZ
754,대가가마솥순대국,최신 버전 앱,서울특별시 노원구 상계로 98 광복빌딩,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/Tk4drs2e9WPi
755,공릉곱창,최신 버전 앱,서울특별시 노원구 동일로 1062,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/mS1RCbk_E_
756,도리연닭도리탕,최신 버전 앱,서울특별시 노원구 덕릉로83길 20-5,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/8mHgcMFFVa_b
757,쉐이크쉑,최신 버전 앱,서울특별시 노원구 동일로 1414 롯데백화점노원점 1F,"
브런치 / 버거 / 샌드위치
",만원-2만원,https://www.mangoplate.com//restaurants/CQuLNWDMmqqJ
758,토다이,최신 버전 앱,서울특별시 노원구 섬밭로 258 건영백화점 4F,"
뷔페
",2만원-3만원,https://www.mangoplate.com//restaurants/cMhU9j4xht
759,본가,최신 버전 앱,서울특별시 노원구 노해로83길 10-4,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/F_wDT4Gl2v
760,봉추찜닭,최신 버전 앱,서울특별시 노원구 석계로3길 3,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/qc9iDq1jja
761,아오리의행방불명,최신 버전 앱,서울특별시 노원구 상계로1길 14-11 A동 205호,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/Lcce5YAeycg0
762,민속주점 동학,최신 버전 앱,서울특별시 노원구 공릉로51길 6,"
전통 주점 / 포차
",만원 미만,https://www.mangoplate.com//restaurants/gDYkkETfoHOP
763,미차이,최신 버전 앱,서울특별시 노원구 동일로191가길 73,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/8Soe2TbKQr
764,새마을식당,최신 버전 앱,서울특별시 노원구 노해로81길 12-20,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/D7RvHPwfqO
765,Ddami Coffee,최신 버전 앱,서울특별시 노원구 공릉로 120,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/FlPK5NT_b_nB
766,치어스,최신 버전 앱,서울특별시 노원구 공릉로 95,만원-2만원,주차공간없음 ,https://www.mangoplate.com//restaurants/kOajeAOYW2
767,채선당,최신 버전 앱,서울특별시 노원구 덕릉로 692,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/MXbT6RoI_p
768,고씨네,최신 버전 앱,서울특별시 노원구 광운로 17-5 1F,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/oGuSpw060zeK
769,이자와,최신 버전 앱,서울특별시 노원구 상계로 76 정암빌딩 2F,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/RPfNlnDx4Lu6
770,아비꼬,최신 버전 앱,서울특별시 노원구 상계로3길 21,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/UjPn61AWLr
771,윤씨네족보,최신 버전 앱,서울특별시 노원구 노해로83길 18-10,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Y4LPU6FmKj
772,이춘복참치,최신 버전 앱,서울특별시 노원구 노해로85길 10-7,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/xop-VdFPsD
773,라공방,최신 버전 앱,서울특별시 노원구 상계로 69,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/EauAFTkjxnI_
774,봉평산골메밀촌,최신 버전 앱,서울특별시 노원구 공릉로 191-6,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/HgDIrLmA--
775,빛나는바다,최신 버전 앱,서울특별시 노원구 동일로230가길 84,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/_LeqhrIBaBp6
776,송화강식당,최신 버전 앱,서울특별시 노원구 한글비석로20길 14,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/7SsY2qf21z
777,태능고향풍천장어,최신 버전 앱,서울특별시 노원구 화랑로 457,"
해산물 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/5pp77urdBYaO
778,구석집,최신 버전 앱,서울특별시 노원구 상계로1길 62-10 1F,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/5NV0Zrx5ZK7u
779,라트커피,최신 버전 앱,서울특별시 노원구 한글비석로 245 두타빌상가B동 1F 124호,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/bCwiIoC40gy1
780,7일간의양심,최신 버전 앱,서울특별시 노원구 동일로192길 5 2F,"
스테이크 / 바베큐
",2만원-3만원,https://www.mangoplate.com//restaurants/_XRQYAfG6zNe
781,설국,최신 버전 앱,서울특별시 노원구 노원로 257,"
정통 일식 / 일반 일식
",,https://www.mangoplate.com//restaurants/nDJeCuOlsf
782,만취,최신 버전 앱,서울특별시 노원구 공릉로 173 1F,"
일반 주점
",2만원-3만원,https://www.mangoplate.com//restaurants/sC2VFyfxblha
783,엘밭,최신 버전 앱,서울특별시 노원구 섬밭로 16 201호,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/e1b6CuQsHy23
784,경양카츠,최신 버전 앱,서울특별시 노원구 상계로 65,"
까스 요리
",만원-2만원,https://www.mangoplate.com//restaurants/-4GCv0952pvM
785,치어스,최신 버전 앱,서울특별시 노원구 동일로203가길 29,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/-LOec9NTEr
786,서브웨이,최신 버전 앱,서울특별시 노원구 동일로192길 91,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/dliXGE2JJXIa
787,비틀주스,최신 버전 앱,서울특별시 노원구 화랑로 621 서울여자대학교,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/kt915s2A8rRx
788,굿피자파스타,최신 버전 앱,서울특별시 노원구 동일로180길 37-7 101호,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/tggMiiCKodzB
789,공릉모소리,최신 버전 앱,서울특별시 노원구 동일로191가길 65  1F,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/OuLo_gk3JGC6
790,치어스,최신 버전 앱,서울특별시 노원구 노원로1길 67,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/S7_y0WbBG9
791,오늘의 파스타,최신 버전 앱,서울특별시 노원구 공릉로 118,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/1N4DXKzdUt-3
792,세광양대창,최신 버전 앱,서울특별시 노원구 노해로83길 21,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/rRMXJxwrWB-I
793,올드델리,최신 버전 앱,서울특별시 노원구 노해로85길 14,"
인도 음식
",만원-2만원,https://www.mangoplate.com//restaurants/QAckgmfnWu
794,크래버대게나라,최신 버전 앱,서울특별시 노원구 한글비석로 326 1F,"
해산물 요리
",4만원 이상,https://www.mangoplate.com//restaurants/Y19OPNH48S3j
795,소문난멸치국수,최신 버전 앱,서울특별시 노원구 동일로173가길 81,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/yY7SgQA-Cm
796,도리연닭도리탕,최신 버전 앱,서울특별시 노원구 동일로192길 42,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Fq8Ux3OJNyJf
797,전민규의황제누룽지탕,최신 버전 앱,서울특별시 노원구 노해로77길 14-8,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/BRe--mmIwzHG
798,문지원의열정스시,최신 버전 앱,서울특별시 노원구 한글비석로 460 백산빌딩,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/4qVd6Ez8C0Aq
