,이름,평점,주소,주력 메뉴,가격대,망고플레이트 주소
0,오코노미야키식당하나,"
4.7
",서울특별시 광진구 능동로13길 111,"
철판 요리
",만원-2만원,https://www.mangoplate.com//restaurants/RTC_u7jrxHMl
1,원조할아버지손두부,"
4.6
",서울특별시 광진구 자양로 324,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/GOcaPhTY0fTg
2,송화산시도삭면,"
4.4
",서울특별시 광진구 뚝섬로27길 48,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/f2yM7Ac3f--8
3,빠오즈푸,"
4.4
",서울특별시 광진구 광나루로 373,"
딤섬 / 만두
",만원 미만,https://www.mangoplate.com//restaurants/OaKrC5BEc1
4,이이요,"
4.4
",서울특별시 광진구 능동로32길 6,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/lmV7-IPVgD3m
5,뚝방길 홍차가게,"
4.4
",서울특별시 광진구 자양강변길 277,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/JH3bhstVpYnz
6,명봉샤브샤브양꼬치,"
4.4
",서울특별시 광진구 뚝섬로31길 59 광진빌딩,"
기타 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/-G-YWwpe9D
7,매운향솥,"
4.4
",서울특별시 광진구 동일로18길 61,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/Co_h796vv0
8,대흥양다리바베큐,"
4.4
",서울특별시 광진구 동일로18길 67 1F,"
기타 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/ZgqmI6Gc8H
9,태천면옥,"
4.4
",서울특별시 광진구 광장로 49,"
국수 / 면 요리
",만원-2만원,https://www.mangoplate.com//restaurants/JUsGTjz2Kq_R
10,남한강민물매운탕,"
4.4
",서울특별시 광진구 동일로 150,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/GWQyZs33yd0j
11,환이네갈비살 (휴업중),"
4.4
",서울특별시 광진구 동일로24길 70,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/BzQzcyC7aNiS
12,최가커피,"
4.3
",서울특별시 광진구 능동로13길 23,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Iwug3C-3E8
13,소바쿠,"
4.3
",서울특별시 광진구 천호대로 650,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/3dXE__KRWcOv
14,해룡마라룽샤,"
4.3
",서울특별시 광진구 동일로18길 36,"
기타 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/m_pXgUzp4Plg
15,육성회비,"
4.3
",서울특별시 광진구 동일로24길 19,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/1-l0js5-m1
16,텐동한,"
4.3
",서울특별시 광진구 능동로38길 32 1F,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/lz14nvWzcTqx
17,델비노,"
4.3
",서울특별시 광진구 워커힐로 177 비스타 워커힐 1F,"
이탈리안
",3만원-4만원,https://www.mangoplate.com//restaurants/jh-2EaGvcbsh
18,로이베이커리카페,"
4.3
",서울특별시 광진구 능동로 36 1F,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/nSjfvuBLxTlj
19,시홍쓰,"
4.3
",서울특별시 광진구 능동로17길 5 1F,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/L6LQdsD4NSLy
20,얼땅쟈,"
4.3
",서울특별시 광진구 동일로18길 68,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/nj3Hk9TB47dT
21,선장훅,"
4.3
",서울특별시 광진구 동일로24길 38-1 1F,"
해산물 요리
",3만원-4만원,https://www.mangoplate.com//restaurants/WI3bgsULlJvs
22,계탄집,"
4.2
",서울특별시 광진구 능동로 31,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/aWU6nheW3YK6
23,송화양꼬치,"
4.2
",서울특별시 광진구 동일로18길 70,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/NbzLooP_jM
24,마우로아,"
4.2
",서울특별시 광진구 능동로 320 1F,"
칵테일 / 와인
",3만원-4만원,https://www.mangoplate.com//restaurants/UaOsgipzYOHy
25,송화산시도삭면,"
4.2
",서울특별시 광진구 아차산로30길 33,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/K2TXHsay6ieT
26,멕시칼리,"
4.2
",서울특별시 광진구 능동로36길 181,"
남미 음식
",만원 미만,https://www.mangoplate.com//restaurants/kVU1bi4E1OMj
27,램스야,"
4.2
",서울특별시 광진구 아차산로78길 166,"
스테이크 / 바베큐
",2만원-3만원,https://www.mangoplate.com//restaurants/E3NI5Pp6GDmR
28,Daughter,"
4.2
",서울특별시 광진구 아차산로31길 40,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/MMcsUBVqgawD
29,선미황먼지찜닭,"
4.2
",서울특별시 광진구 능동로13길 75 1F,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/kwGiLhyL4MSk
30,부리토 피아,"
4.2
",서울특별시 광진구 능동로16길 51,"
남미 음식
",만원-2만원,https://www.mangoplate.com//restaurants/qZksmM7LHGQH
31,서북면옥,"
4.1
",서울특별시 광진구 자양로 199-1,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/nIAL5CoZOW
32,로얄인디안레스토랑,"
4.1
",서울특별시 광진구 동일로22길 42,"
인도 음식
",만원-2만원,https://www.mangoplate.com//restaurants/t4gD6A2Viv
33,감성당,"
4.1
",서울특별시 광진구 아차산로29길 25,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/-_mouGL7-ZY4
34,라멘다이야,"
4.1
",서울특별시 광진구 자양번영로6길 67,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/kJdVxYa5HLm3
35,경성양육관,"
4.1
",서울특별시 광진구 동일로18길 52,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/fR7_wxANKzKN
36,화양식당,"
4.1
",서울특별시 광진구 군자로7길 3,만원-2만원,주차공간없음 ,https://www.mangoplate.com//restaurants/H5-9R9umUyJO
37,수퍼슬라이더스,"
4.1
",서울특별시 광진구 능동로13길 50,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/oJPy2iHM3clM
38,고향양꼬치,"
4.1
",서울특별시 광진구 동일로18길 101 1F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/dg54uW6D2U
39,뱃놈,"
4.1
",서울특별시 광진구 광나루로19길 9,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/gR0_1lEOfdtf
40,케루악,"
4.1
",서울특별시 광진구 뚝섬로52마길 21,"
돈부리 / 일본 카레 / 벤토
",만원-2만원,https://www.mangoplate.com//restaurants/VH0ecz1WPnMg
41,깍뚝,"
4.1
",서울특별시 광진구 능동로19길 36,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/-bj-J2GYQse6
42,반티엔야오 카오위,"
4.1
",서울특별시 광진구 동일로20길 106 2F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/sC1etteyiLHR
43,알고탭하우스,"
4.1
",서울특별시 광진구 광나루로17길 10 2F,"
치킨 / 호프 / 펍
",만원-2만원,https://www.mangoplate.com//restaurants/wiicCqLHcgzg
44,민정식당,"
4.1
",서울특별시 광진구 아차산로42길 41-4,"
탕 / 찌개 / 전골
",만원-2만원,https://www.mangoplate.com//restaurants/RLl1E4nXWI
45,엘루이피자앤펍,"
4.1
",서울특별시 광진구 아차산로33길 35,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/4Py4xNcLdfjO
46,꼬메노,"
4.0
",서울특별시 광진구 군자로7길 29,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/qAPlBXD0vD
47,Index,"
4.0
",서울특별시 광진구 아차산로 200 3F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Rhsje7e-UuxC
48,쿵푸소룽샤,"
4.0
",서울특별시 광진구 동일로18길 37 1F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/LokP8bMapfaE
49,다원식당,"
4.0
",서울특별시 광진구 아차산로31길 28 4F,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/BkMHw8kU_dtb
50,봉자마라탕,"
4.0
",서울특별시 광진구 동일로18길 22,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/U__YsyMXsBuB
51,뺑드램,"
4.0
",서울특별시 광진구 뚝섬로 599 1F,"
베이커리
",만원-2만원,https://www.mangoplate.com//restaurants/gGxjuCo3to
52,LAB41,"
4.0
",서울특별시 광진구 능동로 300 2F,"
기타 양식
",만원-2만원,https://www.mangoplate.com//restaurants/Q7nDIlK_oFA1
53,콩이네,"
4.0
",서울특별시 광진구 긴고랑로9길 28 중곡제일시장 103호,만원 미만,주차공간없음 ,https://www.mangoplate.com//restaurants/mhsM8sgsmKtx
54,유키노하나,"
4.0
",서울특별시 광진구 아차산로33길 21-5,"
회 / 스시
",2만원-3만원,https://www.mangoplate.com//restaurants/EzNNA2jOUyMl
55,쭈꾸미킹,"
4.0
",서울특별시 광진구 능동로13길 39 한아름쇼핑센터,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/uvaBKkr42J
56,비에이치테이블,"
4.0
",서울특별시 광진구 아차산로45길 16,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/p1fCHp49ucfA
57,호파스타,"
4.0
",서울특별시 광진구 군자로3길 23,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/EOKWSBbbrDOy
58,왕십리정곱창,"
4.0
",서울특별시 광진구 능동로19길 5,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/Nx2V0BakAd
59,초라멘,"
4.0
",서울특별시 광진구 능동로13길 80 1F,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/Qnbd3LP8Dds1
60,허씨전통중경마라쌍궈,"
4.0
",서울특별시 광진구 동일로18길 50,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/f8wK_CtfDzJQ
61,포비,"
4.0
",서울특별시 광진구 동일로26길 57 1F,"
철판 요리
",만원 미만,https://www.mangoplate.com//restaurants/P2MIDqJm1R9k
62,스미다,"
4.0
",서울특별시 광진구 천호대로109길 18,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/w7e52TV6sBie
63,FEFE,"
4.0
",서울특별시 광진구 뚝섬로 628 3F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/G4t2Kpq82FKo
64,영미오리탕,"
4.0
",서울특별시 광진구 동일로60길 53 천수빌딩,"
닭 / 오리 요리
",2만원-3만원,https://www.mangoplate.com//restaurants/ZlVnEI7B2r
65,피자힐,"
3.9
",서울특별시 광진구 워커힐로 177 비스타 워커힐 별관,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/U1Y1QuTMox
66,우마이도,"
3.9
",서울특별시 광진구 능동로 135-2,"
라멘 / 소바 / 우동
",만원-2만원,https://www.mangoplate.com//restaurants/-8CFTwiB41
67,모서리에커피집,"
3.9
",서울특별시 광진구 능동로17길 5,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/RdtLTVtW7v
68,칼레오커피로스터스,"
3.9
",서울특별시 광진구 아차산로 291 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Zpa1eGGk6b
69,더뷔페,"
3.9
",서울특별시 광진구 워커힐로 177 그랜드 워커힐 본관 2F,"
뷔페
",4만원 이상,https://www.mangoplate.com//restaurants/FyZ6C3c9ZD
70,궤도에오르다,"
3.9
",서울특별시 광진구 광나루로 416 건희빌딩 1F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/ezYqeGHlXFi1
71,고래바,"
3.9
",서울특별시 광진구 뚝섬로57길 58 2F,"
칵테일 / 와인
",만원 미만,https://www.mangoplate.com//restaurants/2p4Y5WNrutqb
72,래빗홀 버거컴퍼니,"
3.9
",서울특별시 광진구 광나루로 424 1F,"
브런치 / 버거 / 샌드위치
",만원 미만,https://www.mangoplate.com//restaurants/aEJqzlRkzxkY
73,부탄츄,"
3.9
",서울특별시 광진구 동일로22길 117-14,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/yOiXqn_0sKRD
74,라구뜨,"
3.9
",서울특별시 광진구 능동로 90,"
뷔페
",2만원-3만원,https://www.mangoplate.com//restaurants/O1HMZeIsir
75,미식반점,"
3.9
",서울특별시 광진구 군자로 70 1F,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/JL_NnZ56pi5a
76,프언타이,"
3.9
",서울특별시 광진구 아차산로 431 강변SK뷰 상가3동 B103호,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/1BBuC73-mKic
77,반둥식당,"
3.9
",서울특별시 광진구 아차산로 200 커먼그라운드 3F,"
다국적 아시아 음식
",만원 미만,https://www.mangoplate.com//restaurants/YxXSydClb08q
78,띵똥와플,"
3.9
",서울특별시 광진구 능동로13길 10,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/pPBMOqT36q
79,가츠시,"
3.9
",서울특별시 광진구 광나루로 418,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/J2YQUa--FYYW
80,천향마라탕,"
3.9
",서울특별시 광진구 아차산로30길 20 1F,"
기타 중식
",만원 미만,https://www.mangoplate.com//restaurants/ppseGr-250su
81,담백,"
3.9
",서울특별시 광진구 용마산로2길 14 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/-ApszUkSw7Ah
82,포남딘,"
3.9
",서울특별시 광진구 긴고랑로13길 10,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/LbcuQiecY4vj
83,메종드타르트,"
3.9
",서울특별시 광진구 자양로53길 69,"
베이커리
",만원 미만,https://www.mangoplate.com//restaurants/VAKL0rg3AJ
84,능동샐러드,"
3.9
",서울특별시 광진구 능동로13길 10-7 2F,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/w6jFMVR-2XBR
85,투고샐러드,"
3.9
",서울특별시 광진구 광나루로24길 9,"
기타 양식
",만원 미만,https://www.mangoplate.com//restaurants/79rR-9Z0qGge
86,매화반점,"
3.8
",서울특별시 광진구 동일로18길 105,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/ppqEKXEJ_f
87,미분당,"
3.8
",서울특별시 광진구 군자로3길 27 1F,"
베트남 음식
",만원 미만,https://www.mangoplate.com//restaurants/9AiCKGUx3SV0
88,골목에골목,"
3.8
",서울특별시 광진구 아차산로33길 51-4 2F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/QRVLTx12sr
89,명월관,"
3.8
",서울특별시 광진구 워커힐로 177 비스타 워커힐 별관,"
고기 요리
",4만원 이상,https://www.mangoplate.com//restaurants/HC7_phKpJe
90,끼니밥메시,"
3.8
",서울특별시 광진구 군자로 175-2,"
퓨전 일식
",만원 미만,https://www.mangoplate.com//restaurants/TIQ4L-FyGNgv
91,돕감자탕전문점,"
3.8
",서울특별시 광진구 아차산로31길 9,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/TamtXYgkqA
92,매화반점,"
3.8
",서울특별시 광진구 동일로18길 96,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/L26FTOyuzn
93,벨롱에스프레소,"
3.8
",서울특별시 광진구 능동로17길 34 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/qTmAYLRlPZy5
94,순금이떡볶이,"
3.8
",서울특별시 광진구 자양로43길 43,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/Bq03T0tppa
95,보라젤라또,"
3.8
",서울특별시 광진구 능동로8길 19 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Aw0yolPZKJPF
96,할머니순대국,"
3.8
",서울특별시 광진구 아차산로 293 선진빌딩,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/xfklYIWY5x
97,고망고,"
3.8
",서울특별시 광진구 아차산로30길 8 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ZgYkHhiB_1CL
98,잇타이,"
3.7
",서울특별시 광진구 동일로20길 105,"
태국 음식
",만원-2만원,https://www.mangoplate.com//restaurants/xfwAEoB3AWSR
99,로니로티,"
3.7
",서울특별시 광진구 아차산로 225,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/_UpyrIiRXF
100,복만루,"
3.7
",서울특별시 광진구 동일로18길 43,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/dLa6suRZKy
101,중경소면관,"
3.7
",서울특별시 광진구 아차산로30길 42,"
딤섬 / 만두
",만원 미만,https://www.mangoplate.com//restaurants/207PnvGFNqFG
102,노다메,"
3.7
",서울특별시 광진구 아차산로33길 90 2F,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/XADtA63zaY
103,꽁비비알,"
3.7
",서울특별시 광진구 자양강변길 89,"
프랑스 음식
",만원 미만,https://www.mangoplate.com//restaurants/usxi3jp3FJ7F
104,은혜떡볶이,"
3.7
",서울특별시 광진구 광나루로 384 2F,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/zDbFPBYsF9
105,건대커피랩,"
3.7
",서울특별시 광진구 동일로22길 102 2F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/RZIN40rCp8
106,최신족발,"
3.7
",서울특별시 광진구 아차산로29길 63,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/RPxTaZHuDA
107,조씨네고기국수,"
3.7
",서울특별시 광진구 군자로3길 23,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/HHOGgltRGsn9
108,카페드라이,"
3.7
",서울특별시 광진구 아차산로 216-12,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/IPJq1RPuz9AJ
109,조용한주택,"
3.7
",서울특별시 광진구 동일로24길 24,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/DlOoyPNl9AVq
110,복만루,"
3.7
",서울특별시 광진구 동일로20길 106 2F,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/guas4p3WYTe_
111,스시텐,"
3.7
",서울특별시 광진구 구의강변로 86,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/VSYekXqSJP
112,초밥짓는원숭이,"
3.7
",서울특별시 광진구 능동로13길 27 1F,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/tKZ8U5d3Gg
113,카페래디언트,"
3.7
",서울특별시 광진구 능동로38길 41,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/p9fri4yaXcNN
114,뢰베,"
3.7
",서울특별시 광진구 자양번영로1길 24,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/aCe4l4TcCBuO
115,하루,"
3.7
",서울특별시 광진구 면목로 53 1F,"
이자카야 / 오뎅 / 꼬치
",2만원-3만원,https://www.mangoplate.com//restaurants/VSYcX9N4LhsA
116,아웃닭,"
3.7
",서울특별시 광진구 동일로22길 51,"
닭 / 오리 요리
",만원-2만원,https://www.mangoplate.com//restaurants/1v8q1Tbb-NAa
117,애드앤드,"
3.7
",서울특별시 광진구 광나루로26길 28 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/4Ni1ou4TQMBy
118,사대분식,"
3.7
",서울특별시 광진구 능동로 197,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/tXHEZm_4_D
119,어멍네고기국수,"
3.7
",서울특별시 광진구 능동로13길 77,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/Z1d1csN64VRx
120,동성관,"
3.7
",서울특별시 광진구 자양로13길 56,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/gH5c1aKzs9Ph
121,호야초밥참치전문점,"
3.6
",서울특별시 광진구 능동로13길 36,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/NFuvdGzFAV
122,신토불이떡볶이,"
3.6
",서울특별시 광진구 자양로43길 42,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/NH7ubGRQvg
123,카페 아르무아,"
3.6
",서울특별시 광진구 동일로22길 117-27,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/ckAYZjwHIhA8
124,체리커피,"
3.6
",서울특별시 광진구 능동로 284,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/o9_eN6FsNhci
125,산골닭갈비,"
3.6
",서울특별시 광진구 구의강변로7길 5,"
닭 / 오리 요리
",만원 미만,https://www.mangoplate.com//restaurants/VGYgGFs99X
126,시드누아,"
3.6
",서울특별시 광진구 천호대로127길 44,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/76uF0fVAeoUg
127,하이디라오,"
3.6
",서울특별시 광진구 능동로 110 스타시티 영존 A동 2F,"
기타 중식
",2만원-3만원,https://www.mangoplate.com//restaurants/L4_cu-BNSdEi
128,요마시,"
3.6
",서울특별시 광진구 천호대로102길 7 1F,"
정통 일식 / 일반 일식
",만원-2만원,https://www.mangoplate.com//restaurants/HSeRi1xSMStd
129,아찌떡볶이,"
3.6
",서울특별시 광진구 아차산로29길 53,"
기타 한식
",만원 미만,https://www.mangoplate.com//restaurants/gQR3Sh7P-0
130,헤르만쿠키,"
3.6
",서울특별시 광진구 아차산로55길 62-16,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/aI4ENpIRJBXl
131,감성타코,"
3.6
",서울특별시 광진구 능동로13길 39 2F,"
남미 음식
",만원-2만원,https://www.mangoplate.com//restaurants/12a8UGDcg5pH
132,고흥순대국머리고기,"
3.6
",서울특별시 광진구 아차산로34길 16,"
탕 / 찌개 / 전골
",만원 미만,https://www.mangoplate.com//restaurants/Zrui0KLVNC
133,아오스요거트,"
3.6
",서울특별시 광진구 군자로5길 22,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/cf6dmPNM2cYM
134,카페호이,"
3.6
",서울특별시 광진구 동일로20길 80 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/MW0poEGMfgdc
135,오페떼,"
3.6
",서울특별시 광진구 능동로 111,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/cp6K2LRpQtUZ
136,김피라,"
3.5
",서울특별시 광진구 능동로13길 9,"
기타 한식
",만원-2만원,https://www.mangoplate.com//restaurants/vFg1qBDh8S
137,도치피자,"
3.5
",서울특별시 광진구 아차산로62길 14-4,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/XSD8_0nhj8Yq
138,Cafe k375,"
3.5
",서울특별시 광진구 아차산로33길 68 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/RzPUDa7tDzkV
139,펠어커피,"
3.5
",서울특별시 광진구 아차산로59길 63 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/BIaVHNHzVXPc
140,건대스시,"
3.5
",서울특별시 광진구 능동로13길 19,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/HdCTUmA8bX
141,청두인상,"
3.5
",서울특별시 광진구 동일로18길 65,"
기타 중식
",만원-2만원,https://www.mangoplate.com//restaurants/wi6Mn-RXBx4y
142,리춘시장,"
3.5
",서울특별시 광진구 아차산로33길 44,"
일반 주점
",만원-2만원,https://www.mangoplate.com//restaurants/4JRHk8Fmn86y
143,강릉엄지네꼬막집,"
3.5
",서울특별시 광진구 아차산로 375,"
해산물 요리
",만원-2만원,https://www.mangoplate.com//restaurants/pi_C0bwP2r9h
144,타이거슈가,"
3.5
",서울특별시 광진구 능동로 123,만원 미만,,https://www.mangoplate.com//restaurants/n8rLyCq_bmJE
145,신사소곱창,"
3.4
",서울특별시 광진구 아차산로31길 39,"
고기 요리
",만원-2만원,https://www.mangoplate.com//restaurants/S9vJwnEp3m
146,홍대돈부리,"
3.4
",서울특별시 광진구 군자로 4,"
돈부리 / 일본 카레 / 벤토
",만원 미만,https://www.mangoplate.com//restaurants/NqzcnTZnvj
147,송림식당,"
3.4
",서울특별시 광진구 자양번영로 79 송림주차타워,"
한정식 / 백반 / 정통 한식
",만원 미만,https://www.mangoplate.com//restaurants/KBIk_TgpJE
148,더파빌리온,"
3.4
",서울특별시 광진구 워커힐로 177 그랜드 워커힐 본관 1F,"
카페 / 디저트
",만원-2만원,https://www.mangoplate.com//restaurants/w3eck49pj7
149,마우스래빗,"
3.4
",서울특별시 광진구 능동로11길 10,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Fr4rxSx0MK
150,도쿄빙수,"
3.4
",서울특별시 광진구 아차산로31길 45 1F,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/jjfn4pnA0Pfw
151,어반나이프,"
3.4
",서울특별시 광진구 구의강변로 85,"
세계음식 기타
",만원 미만,https://www.mangoplate.com//restaurants/3f_cygfY_M
152,글래시,"
3.4
",서울특별시 광진구 능동로 23-14 1F,"
칵테일 / 와인
",3만원-4만원,https://www.mangoplate.com//restaurants/I80Zjls0fKZC
153,멘쇼,"
3.4
",서울특별시 광진구 군자로2길 3,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/MB2btizNRglV
154,함흥본가면옥,"
3.4
",서울특별시 광진구 광나루로 456,"
국수 / 면 요리
",만원 미만,https://www.mangoplate.com//restaurants/bmltc2s9Ld
155,메이빌,"
3.4
",서울특별시 광진구 아차산로29길 7 B1,"
이탈리안
",2만원-3만원,https://www.mangoplate.com//restaurants/AuVUqhfIY0
156,아날로그키친,"
3.4
",서울특별시 광진구 아차산로 200 3F,"
이탈리안
",만원-2만원,https://www.mangoplate.com//restaurants/Dg8sSZRfl-
157,겐로쿠우동,"
3.4
",서울특별시 광진구 능동로 111,"
라멘 / 소바 / 우동
",만원 미만,https://www.mangoplate.com//restaurants/OfNy1w3NF9
158,니뽕내뽕,"
3.4
",서울특별시 광진구 동일로20길 60,"
정통 중식 / 일반 중식
",만원 미만,https://www.mangoplate.com//restaurants/O6jCxDHItH
159,호야,"
3.3
",서울특별시 광진구 능동로13길 36,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/M7X3fXgHPoXn
160,안다즈커피,"
3.3
",서울특별시 광진구 천호대로132길 10,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/gx7B1aJgaX1I
161,민벅,"
3.3
",서울특별시 광진구 능동로13길 39 한아름쇼핑센터,"
이탈리안
",만원 미만,https://www.mangoplate.com//restaurants/9RSryP1I75
162,스시토푸,"
3.3
",서울특별시 광진구 아차산로 612,"
회 / 스시
",만원-2만원,https://www.mangoplate.com//restaurants/tUlz5tSG9D
163,페스타마레,"
3.3
",서울특별시 광진구 동일로20길 114,"
이탈리안
",만원 미만,https://www.mangoplate.com//restaurants/DN9EOy9yVd
164,심마니,"
3.3
",서울특별시 광진구 아차산로31길 20-4,"
전통 주점 / 포차
",만원-2만원,https://www.mangoplate.com//restaurants/5v5DH7MtlR
165,범가,"
3.3
",서울특별시 광진구 광장로 58-1,"
정통 중식 / 일반 중식
",만원-2만원,https://www.mangoplate.com//restaurants/mq0PCNg2k0
166,메차쿠차,"
3.3
",서울특별시 광진구 구의강변로3길 11,"
까스 요리
",만원 미만,https://www.mangoplate.com//restaurants/vgpMAqv9m1
167,카페온,"
3.3
",서울특별시 광진구 능동로4길 3,"
카페 / 디저트
",만원 미만,https://www.mangoplate.com//restaurants/Wi3gSIQfzYN1
