,이름,평점,주소,좌표,구
3522,황푸차이나,3.9,서울특별시 강동구 양재대로 1590 1F,"(37.5474096, 127.1436984)",강동구
3523,프언타이,3.9,서울특별시 광진구 아차산로 431 강변SK뷰 상가3동 B103호,"(37.5385663, 127.0901226)",광진구
3524,캄포,3.9,서울특별시 강동구 양재대로128길 41 1F,"(37.5445588, 127.1450879)",강동구
3525,하다식당,3.9,서울특별시 강동구 양재대로124길 29,"(37.5429058, 127.1437827)",강동구
3526,진이네떡볶이,3.9,서울특별시 강동구 동남로71길 19,"(37.5503962, 127.1551501)",강동구
3527,반피셋,3.9,서울특별시 강동구 양재대로 1500 105호,"(37.5395403, 127.1420266)",강동구
3528,똥찌비,3.9,서울특별시 강동구 천호대로159길 25 1F,"(37.5386798, 127.1277632)",강동구
3529,애크로매틱 커피 컴퍼니,3.9,서울특별시 강동구 성내로14길 37,"(37.5262363, 127.1264282)",강동구
3530,영춘똥꼬닭발,3.9,서울특별시 강동구 올림픽로62길 38,"(37.53631650000001, 127.1248556)",강동구
3531,족발선생,3.9,서울특별시 강동구 올림픽로70길 51-6,"(37.5393343, 127.1267134)",강동구
3532,외계인커피,3.9,서울특별시 강동구 진황도로47길 67,"(37.5376017, 127.1406084)",강동구
3533,펠어커피,3.9,서울특별시 강동구 천호옛14길 23-12 1F 102호,"(37.5364538, 127.1270989)",강동구
3534,피콜로,3.9,서울특별시 강동구 천호대로168가길 51,"(37.5355119, 127.1293785)",강동구
3535,YUP,3.9,서울특별시 강동구 성안로 22 세현빌딩 1F,"(37.5779512, 127.040602)",강동구
3536,아이스베리,3.9,서울특별시 강동구 천호대로157길 17,"(37.5385612, 127.1269577)",강동구
3537,두리돈까스,3.9,서울특별시 강동구 고덕로 89 2F,"(37.5549026, 127.1352805)",강동구
3538,간다이,3.9,서울특별시 강동구 성안로 15 동성빌딩 2F,"(37.5231262, 127.1328168)",강동구
3539,스윗솔트,3.8,서울특별시 강동구 상암로 286,"(37.5454483, 127.1541116)",강동구
3540,앙상블,3.8,서울특별시 강동구 양재대로147길 5 2F,"(37.5521507, 127.1436747)",강동구
3541,채스우드커피,3.8,서울특별시 강동구 성안로 42,"(37.5274066, 127.1306787)",강동구
3542,피에로커피,3.8,서울특별시 강동구 성내로14길 27 1F,"(37.5265684, 127.126611)",강동구
3543,풍년상회쪽갈비,3.8,서울특별시 강동구 천호옛14길 23-6,"(37.5363335, 127.1269147)",강동구
3544,빠네렌토,3.8,서울특별시 강동구 동남로 881,"(37.5522962, 127.1557421)",강동구
3545,미니회바,3.8,서울특별시 강동구 천호옛길 97,"(37.5373911, 127.1260311)",강동구
3546,평양만두집,3.8,서울특별시 강동구 성내로 14,"(37.5261633, 127.1260184)",강동구
3547,미드데이썬,3.8,서울특별시 강동구 양재대로91나길 55,"(37.52622150000001, 127.131627)",강동구
3548,율베이커리,3.8,서울특별시 강동구 양재대로103길 43,"(37.5333236, 127.1354324)",강동구
3549,피카피오,3.8,서울특별시 강동구 천호대로 1065,"(37.5369841, 127.1304589)",강동구
3550,천호쭈꾸미,3.8,서울특별시 강동구 천호대로158길 14,"(37.5368695, 127.1262861)",강동구
3551,마드레,3.8,서울특별시 강동구 동남로 710,"(37.5371289, 127.1524857)",강동구
3552,브로일링커피컴퍼니,3.8,서울특별시 강동구 성내로10길 9-6 1F,"(37.5282292, 127.1249365)",강동구
3553,미분당,3.8,서울특별시 강동구 양재대로112길 13 103호,"(37.5368724, 127.1405545)",강동구
3554,분더버거,3.7,서울특별시 강동구 천호대로168가길 57,"(37.5355965, 127.1291207)",강동구
3555,통로,3.7,서울특별시 강동구 강동대로55길 25,"(37.5233993, 127.1329585)",강동구
3556,에이컷스테이크,3.7,서울특별시 강동구 강동대로 187 파크비유캐슬 2F,"(37.5247926, 127.1274006)",강동구
3557,갓잇,3.7,서울특별시 강동구 성안로 14,"(37.5250148, 127.1296464)",강동구
3558,셀프하우스,3.7,서울특별시 강동구 올림픽로 572,"(37.5323014, 127.1217027)",강동구
3559,명일원조닭발,3.7,서울특별시 강동구 상암로47길 86,"(37.5502537, 127.1446278)",강동구
3560,스테이지28,3.6,서울특별시 강동구 아리수로61길 105,"(37.5659116, 127.1469131)",강동구
3561,풀팬,3.6,서울특별시 강동구 올림픽로 660 엘쿠르상가 104호,"(37.540115, 127.1245713)",강동구
3562,파트원나이스,3.6,서울특별시 강동구 올림픽로89길 29,"(37.5475869, 127.1246265)",강동구
3563,강동호치민,3.6,서울특별시 강동구 천호대로 1089 복합시설동 비47호 강동헤르셔,"(37.538274, 127.14567)",강동구
3564,인정원월남쌈,3.6,서울특별시 강동구 천호대로 1158,"(37.5333449, 127.140079)",강동구
3565,멘야세븐,3.5,서울특별시 강동구 양재대로112길 45,"(37.5364101, 127.1422899)",강동구
3566,모범떡볶이 1976,3.5,서울특별시 강동구 진황도로 85,"(37.5603872, 127.1530475)",강동구
3567,부리나케,3.5,서울특별시 강동구 풍성로 100,"(37.5323925, 127.1231737)",강동구
3568,독도쭈꾸미,3.5,서울특별시 강동구 천호대로158길 10,"(37.5369766, 127.1262645)",강동구
3569,하이몬드,3.5,서울특별시 강동구 천호옛14길 11 1-2F,"(37.5362963, 127.126117)",강동구
3570,송하정스시,3.4,서울특별시 강동구 상일로 39-8,"(37.5506604, 127.1722283)",강동구
3571,유타로,3.4,서울특별시 강동구 올림픽로70길 56-6,"(37.5387776, 127.1266044)",강동구
3572,연풍민락,3.4,서울특별시 강동구 천호대로157길 18 2F,"(37.5384497, 127.127466)",강동구
3573,바이재재,3.3,서울특별시 강동구 풍성로53길 27 1F,"(37.53073759999999, 127.134333)",강동구
3574,차이나린찐,3.3,서울특별시 강동구 강동대로 223 인텍스파크뷰 1F,"(37.5233762, 127.1304837)",강동구
3575,배나무집,3.3,서울특별시 강동구 동남로 585,"(37.5372136, 127.15142)",강동구
3576,오픈키친어경재,3.3,서울특별시 강동구 천호대로 1162 세양청마루 아파트 상가 104호,"(37.5334029, 127.1407046)",강동구
3577,해중천반점,3.3,서울특별시 강동구 천호옛길 84,"(37.5361555, 127.1256314)",강동구
3578,초밥의신 부타,3.2,서울특별시 강동구 천호대로155길 11,"(37.5385638, 127.1259676)",강동구
3579,스시마에,-,서울특별시 강동구 성내로 40 동흔빌딩 1F,"(37.5288545, 127.1245569)",강동구
3580,곱사모,-,서울특별시 강동구 양재대로102길 32,"(37.5320204, 127.1399585)",강동구
3581,모뉴먼트커피,-,서울특별시 강동구 올림픽로62길 5 1F,"(37.5364293, 127.1231762)",강동구
3582,평냉집,-,서울특별시 강동구 천호대로219길 76,"(37.5491654, 127.1710542)",강동구
3583,와줘서고마워요,-,서울특별시 강동구 고덕로 133 롯데캐슬퍼스트상가 320-1호,"(37.5564288, 127.1416748)",강동구
3584,스시미진,-,서울특별시 강동구 고덕로 385 그라시움4상가 2F 212호,"(37.55777399999999, 127.1639117)",강동구
3585,마카롱걸,-,서울특별시 강동구 양재대로81길 8,"(37.5228377, 127.1336562)",강동구
3586,바다생협,-,서울특별시 강동구 천호대로 1078 씨제이나파트 1F 105호,"(37.5358332, 127.1312791)",강동구
3587,브리에,-,서울특별시 강동구 강동대로51길 50,"(37.5256834, 127.1306195)",강동구
3588,콩플레,                              4.4                            ,서울특별시 강동구 동남로83길 67,"(37.55955549999999, 127.1531678)",강동구
3589,하에레츠,-,서울특별시 강동구 암사길 27,"(37.5518423, 127.132285)",강동구
3590,팔선생,-,서울특별시 강동구 성내로8길 9-19,"(37.5285963, 127.1246222)",강동구
3591,오븐베이크,-,서울특별시 강동구 고덕로10길 43-3 1F,"(37.552809, 127.1298202)",강동구
3592,카페메종드한,-,서울특별시 강동구 강동대로 177,"(37.5251705, 127.1264418)",강동구
3593,요거트빌리지,-,서울특별시 강동구 구천면로 436  1F,"(37.549806, 127.146764)",강동구
3594,제주아줌마집,-,서울특별시 강동구 풍성로58길 34,"(37.5274385, 127.1351394)",강동구
3595,랍스타킹,-,서울특별시 강동구 고덕로25길 13-19 1F,"(37.5553798, 127.1353564)",강동구
3596,로겐하임,                              4.4                            ,서울특별시 강동구 동남로71길 32 환타지아빌딩 1F,"(37.5519709, 127.1544861)",강동구
3597,해왕조개전문,-,서울특별시 강동구 풍성로56길 39 1F 113-114호,"(37.5272515, 127.1349458)",강동구
3598,카페제이,-,서울특별시 강동구 동남로82길 19,"(37.5606298, 127.157991)",강동구
3599,시찌린,-,서울특별시 강동구 동남로 877 환화오벨리스크,"(37.5519842, 127.1558137)",강동구
3600,사바사바치킨&비어,-,서울특별시 강동구 올림픽로100길 6,"(37.5522414, 127.128841)",강동구
3601,8번가,                              4.4                            ,서울특별시 강동구 천호대로157길 18 원방빌딩,"(37.5384497, 127.127466)",강동구
3602,느린토끼,                              4.0                            ,서울특별시 강동구 천호대로168가길 29,"(37.5351078, 127.130664)",강동구
3603,애월집,-,서울특별시 강동구 고덕로10길 50,"(37.5524901, 127.129456)",강동구
3604,베프상회,-,서울특별시 강동구 천중로40길 71,"(37.5378615, 127.1379282)",강동구
3605,숟가락반상 마실,-,서울특별시 강동구 동남로73길 31 한국4H회관 2F,"(37.5527581, 127.1546562)",강동구
3606,커피방,-,서울특별시 강동구 천호대로168나길 3,"(37.535068, 127.1312585)",강동구
3607,카페수요일,                              4.6                            ,서울특별시 강동구 동남로 891 현대델리안 202호,"(37.5533174, 127.155897)",강동구
3608,요인요아웃,-,서울특별시 강동구 상일로5길 8-7 1F,"(37.549309, 127.1725148)",강동구
3609,마데린커피,-,서울특별시 강동구 올림픽로 654-15 1F,"(37.5394971, 127.1246045)",강동구
3610,스시혼,-,서울특별시 강동구 구천면로 424,"(37.5503207, 127.145546)",강동구
3611,고덕커피,-,서울특별시 강동구 구천면로 640 A-105,"(37.5464536, 127.140148)",강동구
3612,커피볶는아침,-,서울특별시 강동구 성안로 163,"(37.5377141, 127.1352606)",강동구
3613,엄마손만두,-,서울특별시 강동구 올림픽로 683,"(37.5424022, 127.1244936)",강동구
3614,카페틸리,-,서울특별시 강동구 천호옛12길 15 1F,"(37.5348763, 127.1254257)",강동구
3615,꾸러기분식,-,서울특별시 강동구 구천면로 389-1,"(37.5508799, 127.1420132)",강동구
3616,커피 코너칼럼,-,서울특별시 강동구 양재대로89길 80 1F,"(37.5276014, 127.1313044)",강동구
3617,스타시티,-,서울특별시 강동구 구천면로 140,"(37.5422272, 127.1204672)",강동구
3618,파우치커피,-,서울특별시 강동구 성내로14길 41 1F,"(37.5260671, 127.1263261)",강동구
3619,미래로가자,-,서울특별시 강동구 구천면로42길 47 1F,"(37.5454495, 127.1366017)",강동구
3620,시오미스시,-,서울특별시 강동구 고덕로25길 12,"(37.5552194, 127.1365761)",강동구
3621,요다래,                              4.7                            ,서울특별시 강동구 성안로3길 96,"(37.527649, 127.1248143)",강동구
3622,씨푸드박스,                              4.3                            ,서울특별시 강동구 구천면로 149 호성빌딩,"(37.5478846, 127.1449627)",강동구
3623,라라브레드,-,서울특별시 강동구 양재대로116길 13,"(37.5385955, 127.1412103)",강동구
3624,채선당,-,서울특별시 강동구 강동대로 143-22,"(37.5271405, 127.1218662)",강동구
3625,나비소녀,-,서울특별시 강동구 고덕로25길 12-7,"(37.5554158, 127.1369439)",강동구
3626,분홍다이닝,-,서울특별시 강동구 천호대로157길 18 원방빌딩 1F,"(37.5384497, 127.127466)",강동구
3627,등촌샤브칼국수,-,서울특별시 강동구 암사길 111,"(37.5509928, 127.1410612)",강동구
3628,디어마이요거트,-,서울특별시 강동구 성안로 37,"(37.5272051, 127.1302331)",강동구
3629,와이낫떡볶이,-,서울특별시 강동구 양재대로102길 52 ,"(37.5321995, 127.1411671)",강동구
3630,라베이크,-,서울특별시 강동구 고덕로 240,"(37.5538859, 127.1520017)",강동구
3631,팬스테이크키친,-,서울특별시 강동구 천호대로 1005 현대백화점 B2,"(37.538851, 127.124463)",강동구
3632,유가네닭갈비,-,서울특별시 강동구 천호대로157길 31,"(37.5391443, 127.1273311)",강동구
3633,Cafe Asher,                              4.3                            ,서울특별시 강동구 강동대로53길 35,"(37.5244541, 127.1318081)",강동구
3634,빈터커피로스터스,-,서울특별시 강동구 양재대로115길 10 101호,"(37.5389526, 127.1397714)",강동구
3635,긴자,-,서울특별시 강동구 강동대로 223,"(37.52316800000001, 127.1311612)",강동구
3636,엔메르,-,서울특별시 강동구 구천면로 414,"(37.5505585, 127.1446527)",강동구
3637,바리스타곰,-,서울특별시 강동구 상일로5길 11,"(37.5488541, 127.1723999)",강동구
3638,메콩타이,-,서울특별시 강동구 동남로 891 현대데일리안,"(37.5532743, 127.1559359)",강동구
3639,타쿠미,-,서울특별시 강동구 양재대로 1339,"(37.5259147, 127.1349952)",강동구
3640,꼼떼,-,서울특별시 강동구 동남로51길 9,"(37.5328828, 127.1496746)",강동구
3641,김여사네국수,-,서울특별시 강동구 천호대로162길 19,"(37.5358714, 127.1285144)",강동구
3642,주문진,-,서울특별시 강동구 성안로3길 27,"(37.5259207, 127.1281041)",강동구
3643,DE1993 쥬얼리카페,-,서울특별시 강동구 고덕로19길 8 DE1993빌딩,"(37.5551112, 127.1338644)",강동구
3644,생어거스틴,-,서울특별시 강동구 강동대로 143-64 태창타워 1F,"(37.5280356, 127.1201009)",강동구
3645,원조쌈밥집,-,서울특별시 강동구 고덕로38길 63,"(37.5516381, 127.1426937)",강동구
3646,스시모루,-,서울특별시 강동구 천호대로 1089 신동아파밀리에 B1,"(37.538274, 127.14567)",강동구
3647,원조숯불쭈꾸미,-,서울특별시 강동구 양재대로145길 12,"(37.5519998, 127.1433618)",강동구
3648,암사민물장어,-,서울특별시 강동구 고덕로 33,"(37.5549563, 127.1289746)",강동구
3649,한신포차,-,서울특별시 강동구 천호대로157길 37,"(37.5395537, 127.1272517)",강동구
3650,최냉면,-,서울특별시 강동구 천호옛8길 34,"(37.5327015, 127.124986)",강동구
3651,양철북,-,서울특별시 강동구 성내로 62,"(37.5277697, 127.1266434)",강동구
3652,키읔피읖,-,서울특별시 강동구 진황도로 6,"(37.5399654, 127.1282246)",강동구
3653,봉추찜닭,-,서울특별시 강동구 천호대로157길 23 2F,"(37.538825, 127.1271719)",강동구
3654,으뜸횟집,-,서울특별시 강동구 양재대로123길 16,"(37.543511, 127.1411233)",강동구
3655,진도아리랑,                              4.6                            ,서울특별시 강동구 양재대로110길 7,"(37.5356202, 127.1398492)",강동구
3656,인베니오,-,서울특별시 강동구 암사1가길 37 1F,"(37.5530507, 127.1306967)",강동구
3657,근초밥,-,서울특별시 강동구 올림픽로 538,"(37.5297015, 127.1204423)",강동구
3658,솔리,-,서울특별시 강동구 진황도로 4-5,"(37.5397897, 127.1280965)",강동구
3659,스시꽃피다,-,서울특별시 강동구 성안로3길 120,"(37.5281798, 127.1236099)",강동구
3660,코코플랑,-,서울특별시 강동구 천호대로 1089 B1 B12호,"(37.538274, 127.14567)",강동구
3661,펀비어킹,-,서울특별시 강동구 천호옛길 81-1,"(37.5360987, 127.1251331)",강동구
3662,깐부치킨,-,서울특별시 강동구 동남로73길 31,"(37.55256749999999, 127.1544873)",강동구
3663,고급아바이순대,-,서울특별시 강동구 진황도로 127,"(37.53430000000001, 127.140317)",강동구
3664,천호977,-,서울특별시 강동구 천호대로 977 1F,"(37.539864, 127.1212304)",강동구
3665,살롱뒤파크,-,서울특별시 강동구 양재대로89가길 62,"(37.5238352, 127.1337849)",강동구
3666,짝꿍제과,-,서울특별시 강동구 성내로15길 53 1F,"(37.5297755, 127.1292144)",강동구
3667,보성갈비,-,서울특별시 강동구 양재대로89가길 14,"(37.5259716, 127.1345307)",강동구
3668,참토우,-,서울특별시 강동구 초광로294번길 70-9,"(37.546879, 127.1776964)",강동구
3669,국민떡볶이,-,서울특별시 강동구 양재대로89가길 68 1F,"(37.5235687, 127.133693)",강동구
3670,더식당,-,서울특별시 강동구 천호대로157길 24,"(37.53870939999999, 127.1275037)",강동구
3671,철원족발,-,서울특별시 강동구 올림픽로 697,"(37.5436526, 127.1249475)",강동구
3672,유유자적,-,서울특별시 강동구 천호대로168가길 52,"(37.5355974, 127.1294782)",강동구
3673,한방누룽지통닭,-,서울특별시 강동구 양재대로 1638 상일빌딩,"(37.5517256, 127.1443168)",강동구
3674,선남 sea,-,서울특별시 강동구 상암로 26 선사타워빌딩 1F,"(37.5503921, 127.1263648)",강동구
